FECHA,HORA,UBICACION,COORDENADAS,LATITUD,LONGITUD,FECHA_dt,HORA_td,DT,DT_15,HORA_15,HORA_H,WEEKDAY,WEEKDAY_NAME,MIN_DESDE_MEDIANOCHE
2024-05-07,14:00:00,PARQUE INDUSTRIAL KALOS APODACA NL,"{'lat': 25.7370867, 'lon': -100.203513}",25.7370867,-100.203513,2024-05-07,0 days 14:00:00,2024-05-07 14:00:00,2024-05-07 14:00:00,14:00,14,1,Mar,840
2024-05-07,15:15:00,PASEO DE LAS FLORES 1 APODACA NL,"{'lat': 25.7588036, 'lon': -100.137601}",25.7588036,-100.137601,2024-05-07,0 days 15:15:00,2024-05-07 15:15:00,2024-05-07 15:15:00,15:15,15,1,Mar,915
2024-05-07,15:15:00,ENRAMADA 6 APODACA NL,"{'lat': 25.7640129, 'lon': -100.2591032}",25.7640129,-100.2591032,2024-05-07,0 days 15:15:00,2024-05-07 15:15:00,2024-05-07 15:15:00,15:15,15,1,Mar,915
2024-05-07,15:30:00,METROPLEX 1 APODACA NL,"{'lat': 25.7875899, 'lon': -100.2524319}",25.7875899,-100.2524319,2024-05-07,0 days 15:30:00,2024-05-07 15:30:00,2024-05-07 15:30:00,15:30,15,1,Mar,930
2024-05-07,16:00:00,MUNICIPIO DE APODACA APODACA NL,"{'lat': 25.7614189, 'lon': -100.1765323}",25.7614189,-100.1765323,2024-05-07,0 days 16:00:00,2024-05-07 16:00:00,2024-05-07 16:00:00,16:00,16,1,Mar,960
2024-05-07,19:45:00,PRADOS DE LA CIENEGUITA APODACA NL,"{'lat': 25.7784137, 'lon': -100.2570833}",25.7784137,-100.2570833,2024-05-07,0 days 19:45:00,2024-05-07 19:45:00,2024-05-07 19:45:00,19:45,19,1,Mar,1185
2024-05-07,20:45:00,NUEVO AMANECER 2 APODACA NL,"{'lat': 25.771672, 'lon': -100.2451241}",25.771672,-100.2451241,2024-05-07,0 days 20:45:00,2024-05-07 20:45:00,2024-05-07 20:45:00,20:45,20,1,Mar,1245
2024-05-07,21:00:00,FUENTES DE SAN MIGUEL APODACA NL,"{'lat': 25.7051382, 'lon': -100.1478098}",25.7051382,-100.1478098,2024-05-07,0 days 21:00:00,2024-05-07 21:00:00,2024-05-07 21:00:00,21:00,21,1,Mar,1260
2024-05-07,21:30:00,CENTRO DE APODACA APODACA NL,"{'lat': 25.7452338, 'lon': -100.1641427}",25.7452338,-100.1641427,2024-05-07,0 days 21:30:00,2024-05-07 21:30:00,2024-05-07 21:30:00,21:30,21,1,Mar,1290
2024-05-07,22:00:00,ARTEMIO TREVINO APODACA NL,"{'lat': 25.8362818, 'lon': -100.1445738}",25.8362818,-100.1445738,2024-05-07,0 days 22:00:00,2024-05-07 22:00:00,2024-05-07 22:00:00,22:00,22,1,Mar,1320
2024-05-07,23:30:00,BALCONES DE HUINALA 1 APODACA NL,"{'lat': 25.7388831, 'lon': -100.1650334}",25.7388831,-100.1650334,2024-05-07,0 days 23:30:00,2024-05-07 23:30:00,2024-05-07 23:30:00,23:30,23,1,Mar,1410
2024-05-08,01:15:00,BENITO JUAREZ APODACA NL,"{'lat': 25.777216, 'lon': -100.1986518}",25.777216,-100.1986518,2024-05-08,0 days 01:15:00,2024-05-08 01:15:00,2024-05-08 01:15:00,01:15,1,2,Mié,75
2024-05-08,01:30:00,MOISES SAENZ APODACA NL,"{'lat': 25.8149283, 'lon': -100.2583117}",25.8149283,-100.2583117,2024-05-08,0 days 01:30:00,2024-05-08 01:30:00,2024-05-08 01:30:00,01:30,1,2,Mié,90
2024-05-08,02:15:00,FRESNOS 4 APODACA NL,"{'lat': 25.7698276, 'lon': -100.2471441}",25.7698276,-100.2471441,2024-05-08,0 days 02:15:00,2024-05-08 02:15:00,2024-05-08 02:15:00,02:15,2,2,Mié,135
2024-05-08,02:45:00,PRADOS DE SANTA ROSA APODACA NL,"{'lat': 25.8016887, 'lon': -100.2272187}",25.8016887,-100.2272187,2024-05-08,0 days 02:45:00,2024-05-08 02:45:00,2024-05-08 02:45:00,02:45,2,2,Mié,165
2024-05-08,03:30:00,PASEO DE LAS FLORES 1 APODACA NL,"{'lat': 25.7588036, 'lon': -100.137601}",25.7588036,-100.137601,2024-05-08,0 days 03:30:00,2024-05-08 03:30:00,2024-05-08 03:30:00,03:30,3,2,Mié,210
2024-05-08,03:45:00,NUEVO AMANECER 2 APODACA NL,"{'lat': 25.771672, 'lon': -100.2451241}",25.771672,-100.2451241,2024-05-08,0 days 03:45:00,2024-05-08 03:45:00,2024-05-08 03:45:00,03:45,3,2,Mié,225
2024-05-08,04:45:00,PASEO DE LAS FLORES 3 APODACA NL,"{'lat': 25.7588036, 'lon': -100.137601}",25.7588036,-100.137601,2024-05-08,0 days 04:45:00,2024-05-08 04:45:00,2024-05-08 04:45:00,04:45,4,2,Mié,285
2024-05-08,05:00:00,PUEBLO NUEVO 2 APODACA NL,"{'lat': 25.771672, 'lon': -100.2451241}",25.771672,-100.2451241,2024-05-08,0 days 05:00:00,2024-05-08 05:00:00,2024-05-08 05:00:00,05:00,5,2,Mié,300
2024-05-08,05:45:00,PUEBLO NUEVO 2 APODACA NL,"{'lat': 25.771672, 'lon': -100.2451241}",25.771672,-100.2451241,2024-05-08,0 days 05:45:00,2024-05-08 05:45:00,2024-05-08 05:45:00,05:45,5,2,Mié,345
2024-05-08,17:45:00,MADAGASCAR 630      PRADOS DE LA CIENEGUITA APODACA NL,"{'lat': 25.7828828, 'lon': -100.2546746}",25.7828828,-100.2546746,2024-05-08,0 days 17:45:00,2024-05-08 17:45:00,2024-05-08 17:45:00,17:45,17,2,Mié,1065
2024-05-08,20:15:00,BENITO JUAREZ APODACA NL,"{'lat': 25.777216, 'lon': -100.1986518}",25.777216,-100.1986518,2024-05-08,0 days 20:15:00,2024-05-08 20:15:00,2024-05-08 20:15:00,20:15,20,2,Mié,1215
2024-05-08,20:30:00,CENTRO DE APODACA,"{'lat': 25.7452338, 'lon': -100.1641427}",25.7452338,-100.1641427,2024-05-08,0 days 20:30:00,2024-05-08 20:30:00,2024-05-08 20:30:00,20:30,20,2,Mié,1230
2024-05-08,21:30:00,FRESNOS 4 APODACA NL,"{'lat': 25.7698276, 'lon': -100.2471441}",25.7698276,-100.2471441,2024-05-08,0 days 21:30:00,2024-05-08 21:30:00,2024-05-08 21:30:00,21:30,21,2,Mié,1290
2024-05-08,23:00:00,CENTRO DE APODACA,"{'lat': 25.7452338, 'lon': -100.1641427}",25.7452338,-100.1641427,2024-05-08,0 days 23:00:00,2024-05-08 23:00:00,2024-05-08 23:00:00,23:00,23,2,Mié,1380
2024-05-08,00:00:00,PORTAL DE HUINALA APODACA NL,"{'lat': 25.7551548, 'lon': -100.1553009}",25.7551548,-100.1553009,2024-05-08,0 days 00:00:00,2024-05-08 00:00:00,2024-05-08 00:00:00,00:00,0,2,Mié,0
2024-05-09,00:30:00,LOMAS DEL PEDREGAL APODACA NL,"{'lat': 25.7280755, 'lon': -100.168235}",25.7280755,-100.168235,2024-05-09,0 days 00:30:00,2024-05-09 00:30:00,2024-05-09 00:30:00,00:30,0,3,Jue,30
2024-05-09,01:45:00,NUEVO AMANECER 1 APODACA NL,"{'lat': 25.7801259, 'lon': -100.2504348}",25.7801259,-100.2504348,2024-05-09,0 days 01:45:00,2024-05-09 01:45:00,2024-05-09 01:45:00,01:45,1,3,Jue,105
2024-05-09,02:00:00,PUEBLO NUEVO 3 APODACA NL,"{'lat': 25.7801259, 'lon': -100.2504348}",25.7801259,-100.2504348,2024-05-09,0 days 02:00:00,2024-05-09 02:00:00,2024-05-09 02:00:00,02:00,2,3,Jue,120
2024-05-09,02:00:00,PARQUE INDUSTRIAL APODACA 1 APODACA NL,"{'lat': 25.8271064, 'lon': -100.251215}",25.8271064,-100.251215,2024-05-09,0 days 02:00:00,2024-05-09 02:00:00,2024-05-09 02:00:00,02:00,2,3,Jue,120
2024-05-09,03:30:00,PRADOS DE LA CIENEGUITA APODACA NL,"{'lat': 25.7784137, 'lon': -100.2570833}",25.7784137,-100.2570833,2024-05-09,0 days 03:30:00,2024-05-09 03:30:00,2024-05-09 03:30:00,03:30,3,3,Jue,210
2024-05-09,04:15:00,NUEVO AMANECER 2 APODACA NL,"{'lat': 25.771672, 'lon': -100.2451241}",25.771672,-100.2451241,2024-05-09,0 days 04:15:00,2024-05-09 04:15:00,2024-05-09 04:15:00,04:15,4,3,Jue,255
2024-05-09,09:00:00,PUEBLO NUEVO 2 APODACA NL,"{'lat': 25.771672, 'lon': -100.2451241}",25.771672,-100.2451241,2024-05-09,0 days 09:00:00,2024-05-09 09:00:00,2024-05-09 09:00:00,09:00,9,3,Jue,540
2024-05-09,09:15:00,PUEBLO NUEVO 5 APODACA NL,"{'lat': 25.7801259, 'lon': -100.2504348}",25.7801259,-100.2504348,2024-05-09,0 days 09:15:00,2024-05-09 09:15:00,2024-05-09 09:15:00,09:15,9,3,Jue,555
2024-05-09,09:45:00,CENTRO DE APODACA APODACA NL,"{'lat': 25.7452338, 'lon': -100.1641427}",25.7452338,-100.1641427,2024-05-09,0 days 09:45:00,2024-05-09 09:45:00,2024-05-09 09:45:00,09:45,9,3,Jue,585
2024-05-09,09:45:00,SANTA CECILIA 3 APODACA NL,"{'lat': 25.7742778, 'lon': -100.2352987}",25.7742778,-100.2352987,2024-05-09,0 days 09:45:00,2024-05-09 09:45:00,2024-05-09 09:45:00,09:45,9,3,Jue,585
2024-05-09,11:30:00,NUEVO MEZQUITAL APODACA NL,"{'lat': 25.7923646, 'lon': -100.1821256}",25.7923646,-100.1821256,2024-05-09,0 days 11:30:00,2024-05-09 11:30:00,2024-05-09 11:30:00,11:30,11,3,Jue,690
2024-05-09,12:15:00,EX HACIENDA SAN FRANCISCO 3 APODACA NL,"{'lat': 25.7605064, 'lon': -100.2165204}",25.7605064,-100.2165204,2024-05-09,0 days 12:15:00,2024-05-09 12:15:00,2024-05-09 12:15:00,12:15,12,3,Jue,735
2024-05-09,12:15:00,NORIA SUR FOM 38 APODACA NL,"{'lat': 25.7315439, 'lon': -100.1944267}",25.7315439,-100.1944267,2024-05-09,0 days 12:15:00,2024-05-09 12:15:00,2024-05-09 12:15:00,12:15,12,3,Jue,735
2024-05-09,12:45:00,MUNICIPIO DE SAN NICOLAS SAN NICOLAS DE LOS GARZA NL,"{'lat': 25.7378879, 'lon': -100.2192009}",25.7378879,-100.2192009,2024-05-09,0 days 12:45:00,2024-05-09 12:45:00,2024-05-09 12:45:00,12:45,12,3,Jue,765
2024-05-09,14:15:00,PUEBLO NUEVO 5 APODACA NL,"{'lat': 25.7801259, 'lon': -100.2504348}",25.7801259,-100.2504348,2024-05-09,0 days 14:15:00,2024-05-09 14:15:00,2024-05-09 14:15:00,14:15,14,3,Jue,855
2024-05-09,15:45:00,PARQUE INDUSTRIAL MILENIUM APODACA NL,"{'lat': 25.7798409, 'lon': -100.1336383}",25.7798409,-100.1336383,2024-05-09,0 days 15:45:00,2024-05-09 15:45:00,2024-05-09 15:45:00,15:45,15,3,Jue,945
2024-05-09,15:45:00,HACIENDA LAS MARGARITAS 4 APODACA NL,"{'lat': 25.7125032, 'lon': -100.1546185}",25.7125032,-100.1546185,2024-05-09,0 days 15:45:00,2024-05-09 15:45:00,2024-05-09 15:45:00,15:45,15,3,Jue,945
2024-05-09,17:15:00,VENTURA DE ASIS 1 APODACA NL,"{'lat': 25.7400271, 'lon': -100.183392}",25.7400271,-100.183392,2024-05-09,0 days 17:15:00,2024-05-09 17:15:00,2024-05-09 17:15:00,17:15,17,3,Jue,1035
2024-05-09,18:45:00,MISION DE FUNDADORES 1 APODACA NL,"{'lat': 25.79524, 'lon': -100.2464774}",25.79524,-100.2464774,2024-05-09,0 days 18:45:00,2024-05-09 18:45:00,2024-05-09 18:45:00,18:45,18,3,Jue,1125
2024-05-10,02:30:00,PUEBLO NUEVO 5 APODACA NL,"{'lat': 25.7801259, 'lon': -100.2504348}",25.7801259,-100.2504348,2024-05-10,0 days 02:30:00,2024-05-10 02:30:00,2024-05-10 02:30:00,02:30,2,4,Vie,150
2024-05-10,07:30:00,PARQUE INDUSTRIAL STIVA AEROPUERTO APODACA NL,"{'lat': 25.779898, 'lon': -100.1461561}",25.779898,-100.1461561,2024-05-10,0 days 07:30:00,2024-05-10 07:30:00,2024-05-10 07:30:00,07:30,7,4,Vie,450
2024-05-10,07:45:00,VALLE DE HUINALA 2 APODACA NL,"{'lat': 25.7432803, 'lon': -100.1933305}",25.7432803,-100.1933305,2024-05-10,0 days 07:45:00,2024-05-10 07:45:00,2024-05-10 07:45:00,07:45,7,4,Vie,465
2024-05-10,08:00:00,MUNICIPIO DE APODACA APODACA NL,"{'lat': 25.7614189, 'lon': -100.1765323}",25.7614189,-100.1765323,2024-05-10,0 days 08:00:00,2024-05-10 08:00:00,2024-05-10 08:00:00,08:00,8,4,Vie,480
2024-05-10,08:30:00,VALLE DE LAS FLORES,"{'lat': 25.7062045, 'lon': -100.1528809}",25.7062045,-100.1528809,2024-05-10,0 days 08:30:00,2024-05-10 08:30:00,2024-05-10 08:30:00,08:30,8,4,Vie,510
2024-05-10,11:15:00,SAN ANDRES APODACA NL,"{'lat': 25.7409071, 'lon': -100.1736174}",25.7409071,-100.1736174,2024-05-10,0 days 11:15:00,2024-05-10 11:15:00,2024-05-10 11:15:00,11:15,11,4,Vie,675
2024-05-10,12:00:00,FRESNOS 3 APODACA NL,"{'lat': 25.7698276, 'lon': -100.2471441}",25.7698276,-100.2471441,2024-05-10,0 days 12:00:00,2024-05-10 12:00:00,2024-05-10 12:00:00,12:00,12,4,Vie,720
2024-05-10,12:00:00,EBANOS 4 APODACA NL,"{'lat': 25.7804521, 'lon': -100.2408345}",25.7804521,-100.2408345,2024-05-10,0 days 12:00:00,2024-05-10 12:00:00,2024-05-10 12:00:00,12:00,12,4,Vie,720
2024-05-10,14:45:00,FUNDADORES APODACA NL,"{'lat': 25.79524, 'lon': -100.2464774}",25.79524,-100.2464774,2024-05-10,0 days 14:45:00,2024-05-10 14:45:00,2024-05-10 14:45:00,14:45,14,4,Vie,885
2024-05-10,20:30:00,METROPLEX 1 APODACA NL,"{'lat': 25.7875899, 'lon': -100.2524319}",25.7875899,-100.2524319,2024-05-10,0 days 20:30:00,2024-05-10 20:30:00,2024-05-10 20:30:00,20:30,20,4,Vie,1230
2024-05-10,21:00:00,BALCONES DE HUINALA 1 APODACA NL,"{'lat': 25.7388831, 'lon': -100.1650334}",25.7388831,-100.1650334,2024-05-10,0 days 21:00:00,2024-05-10 21:00:00,2024-05-10 21:00:00,21:00,21,4,Vie,1260
2024-05-10,21:15:00,MOISES SAENZ APODACA NL,"{'lat': 25.8149283, 'lon': -100.2583117}",25.8149283,-100.2583117,2024-05-10,0 days 21:15:00,2024-05-10 21:15:00,2024-05-10 21:15:00,21:15,21,4,Vie,1275
2024-05-10,21:30:00,HACIENDA LOS PINOS 2 APODACA NL,"{'lat': 25.7744581, 'lon': -100.2496512}",25.7744581,-100.2496512,2024-05-10,0 days 21:30:00,2024-05-10 21:30:00,2024-05-10 21:30:00,21:30,21,4,Vie,1290
2024-05-10,22:00:00,NORIA SUR FOM 38 APODACA NL,"{'lat': 25.7315439, 'lon': -100.1944267}",25.7315439,-100.1944267,2024-05-10,0 days 22:00:00,2024-05-10 22:00:00,2024-05-10 22:00:00,22:00,22,4,Vie,1320
2024-05-10,22:15:00,HUINALA APODACA NL,"{'lat': 25.7191797, 'lon': -100.1323316}",25.7191797,-100.1323316,2024-05-10,0 days 22:15:00,2024-05-10 22:15:00,2024-05-10 22:15:00,22:15,22,4,Vie,1335
2024-05-10,22:15:00,HUINALA APODACA NL,"{'lat': 25.7191797, 'lon': -100.1323316}",25.7191797,-100.1323316,2024-05-10,0 days 22:15:00,2024-05-10 22:15:00,2024-05-10 22:15:00,22:15,22,4,Vie,1335
2024-05-10,23:00:00,VALLE DE HUINALA 2 APODACA NL,"{'lat': 25.7432803, 'lon': -100.1933305}",25.7432803,-100.1933305,2024-05-10,0 days 23:00:00,2024-05-10 23:00:00,2024-05-10 23:00:00,23:00,23,4,Vie,1380
2024-05-10,23:00:00,RESIDENCIAL SAN FRANCISCO 1 APODACA NL,"{'lat': 25.7764104, 'lon': -100.2038888}",25.7764104,-100.2038888,2024-05-10,0 days 23:00:00,2024-05-10 23:00:00,2024-05-10 23:00:00,23:00,23,4,Vie,1380
2024-05-10,23:30:00,MIRADOR DE APODACA APODACA NL,"{'lat': 25.7364656, 'lon': -100.1821178}",25.7364656,-100.1821178,2024-05-10,0 days 23:30:00,2024-05-10 23:30:00,2024-05-10 23:30:00,23:30,23,4,Vie,1410
2024-05-10,23:30:00,FRESNOS 4 APODACA NL,"{'lat': 25.7698276, 'lon': -100.2471441}",25.7698276,-100.2471441,2024-05-10,0 days 23:30:00,2024-05-10 23:30:00,2024-05-10 23:30:00,23:30,23,4,Vie,1410
2024-05-11,00:00:00,BOSQUES DE SAN MIGUEL 1 APODACA NL,"{'lat': 25.7050574, 'lon': -100.143207}",25.7050574,-100.143207,2024-05-11,0 days 00:00:00,2024-05-11 00:00:00,2024-05-11 00:00:00,00:00,0,5,Sáb,0
2024-05-11,02:45:00,CIUDAD NATURA APODACA NL,"{'lat': 25.8400698, 'lon': -100.1426315}",25.8400698,-100.1426315,2024-05-11,0 days 02:45:00,2024-05-11 02:45:00,2024-05-11 02:45:00,02:45,2,5,Sáb,165
2024-05-11,03:15:00,SAN ISIDRO 1 APODACA NL,"{'lat': 25.7580947, 'lon': -100.1532231}",25.7580947,-100.1532231,2024-05-11,0 days 03:15:00,2024-05-11 03:15:00,2024-05-11 03:15:00,03:15,3,5,Sáb,195
2024-05-11,03:30:00,NUEVO AMANECER 1 APODACA NL,"{'lat': 25.7801259, 'lon': -100.2504348}",25.7801259,-100.2504348,2024-05-11,0 days 03:30:00,2024-05-11 03:30:00,2024-05-11 03:30:00,03:30,3,5,Sáb,210
2024-05-11,05:00:00,METROPLEX 2 APODACA NL,"{'lat': 25.7875899, 'lon': -100.2524319}",25.7875899,-100.2524319,2024-05-11,0 days 05:00:00,2024-05-11 05:00:00,2024-05-11 05:00:00,05:00,5,5,Sáb,300
2024-05-11,19:15:00,COSMOPOLIS 8 APODACA NL,"{'lat': 25.8268844, 'lon': -100.2458174}",25.8268844,-100.2458174,2024-05-11,0 days 19:15:00,2024-05-11 19:15:00,2024-05-11 19:15:00,19:15,19,5,Sáb,1155
2024-05-11,19:15:00,VALLE DE SAN ANDRES 1 APODACA NL,"{'lat': 25.7981977, 'lon': -100.2474911}",25.7981977,-100.2474911,2024-05-11,0 days 19:15:00,2024-05-11 19:15:00,2024-05-11 19:15:00,19:15,19,5,Sáb,1155
2024-05-11,19:15:00,PRADOS DE LA CIENEGUITA APODACA NL,"{'lat': 25.7784137, 'lon': -100.2570833}",25.7784137,-100.2570833,2024-05-11,0 days 19:15:00,2024-05-11 19:15:00,2024-05-11 19:15:00,19:15,19,5,Sáb,1155
2024-05-11,19:45:00,PUEBLO NUEVO 4 APODACA NL,"{'lat': 25.7801259, 'lon': -100.2504348}",25.7801259,-100.2504348,2024-05-11,0 days 19:45:00,2024-05-11 19:45:00,2024-05-11 19:45:00,19:45,19,5,Sáb,1185
2024-05-11,20:45:00,FRESNOS 1 APODACA NL,"{'lat': 25.7698276, 'lon': -100.2471441}",25.7698276,-100.2471441,2024-05-11,0 days 20:45:00,2024-05-11 20:45:00,2024-05-11 20:45:00,20:45,20,5,Sáb,1245
2024-05-11,23:30:00,VALLE DE HUINALA 2 APODACA NL,"{'lat': 25.7432803, 'lon': -100.1933305}",25.7432803,-100.1933305,2024-05-11,0 days 23:30:00,2024-05-11 23:30:00,2024-05-11 23:30:00,23:30,23,5,Sáb,1410
2024-05-12,00:30:00,NUEVO AMANECER 1 APODACA NL,"{'lat': 25.7801259, 'lon': -100.2504348}",25.7801259,-100.2504348,2024-05-12,0 days 00:30:00,2024-05-12 00:30:00,2024-05-12 00:30:00,00:30,0,6,Dom,30
2024-05-12,01:00:00,VALLE DE HUINALA 5 APODACA NL,"{'lat': 25.7432803, 'lon': -100.1933305}",25.7432803,-100.1933305,2024-05-12,0 days 01:00:00,2024-05-12 01:00:00,2024-05-12 01:00:00,01:00,1,6,Dom,60
2024-05-12,02:00:00,METROPLEX 2,"{'lat': 25.7875899, 'lon': -100.2524319}",25.7875899,-100.2524319,2024-05-12,0 days 02:00:00,2024-05-12 02:00:00,2024-05-12 02:00:00,02:00,2,6,Dom,120
2024-05-12,02:15:00,SANTA ROSA APODACA NL,"{'lat': 25.8247788, 'lon': -100.2221874}",25.8247788,-100.2221874,2024-05-12,0 days 02:15:00,2024-05-12 02:15:00,2024-05-12 02:15:00,02:15,2,6,Dom,135
2024-05-12,03:15:00,PRADOS DE SANTA ROSA APODACA NL,"{'lat': 25.8016887, 'lon': -100.2272187}",25.8016887,-100.2272187,2024-05-12,0 days 03:15:00,2024-05-12 03:15:00,2024-05-12 03:15:00,03:15,3,6,Dom,195
2024-05-12,05:00:00,LOMAS DE LA PAZ APODACA NL,"{'lat': 25.7120016, 'lon': -100.1335863}",25.7120016,-100.1335863,2024-05-12,0 days 05:00:00,2024-05-12 05:00:00,2024-05-12 05:00:00,05:00,5,6,Dom,300
2024-05-12,05:45:00,VALLE DE HUINALA 3 APODACA NL,"{'lat': 25.7432803, 'lon': -100.1933305}",25.7432803,-100.1933305,2024-05-12,0 days 05:45:00,2024-05-12 05:45:00,2024-05-12 05:45:00,05:45,5,6,Dom,345
2024-05-12,07:15:00,AGUA FRIA APODACA NL,"{'lat': 25.8125875, 'lon': -100.1511507}",25.8125875,-100.1511507,2024-05-12,0 days 07:15:00,2024-05-12 07:15:00,2024-05-12 07:15:00,07:15,7,6,Dom,435
2024-05-12,07:45:00,JARDINES DE MONTERREY 3 APODACA NL,"{'lat': 25.8102497, 'lon': -100.2600734}",25.8102497,-100.2600734,2024-05-12,0 days 07:45:00,2024-05-12 07:45:00,2024-05-12 07:45:00,07:45,7,6,Dom,465
2024-05-12,08:30:00,METROPLEX 2 APODACA NL,"{'lat': 25.7875899, 'lon': -100.2524319}",25.7875899,-100.2524319,2024-05-12,0 days 08:30:00,2024-05-12 08:30:00,2024-05-12 08:30:00,08:30,8,6,Dom,510
2024-05-12,10:15:00,NUEVO LAS PUENTES 3 APODACA NL,"{'lat': 25.7862253, 'lon': -100.2609647}",25.7862253,-100.2609647,2024-05-12,0 days 10:15:00,2024-05-12 10:15:00,2024-05-12 10:15:00,10:15,10,6,Dom,615
2024-05-12,10:45:00,BONATERRA APODACA NL,"{'lat': 25.7788331, 'lon': -100.2300384}",25.7788331,-100.2300384,2024-05-12,0 days 10:45:00,2024-05-12 10:45:00,2024-05-12 10:45:00,10:45,10,6,Dom,645
2024-05-12,12:45:00,BALCONES DE HUINALA 2 APODACA NL,"{'lat': 25.7388831, 'lon': -100.1650334}",25.7388831,-100.1650334,2024-05-12,0 days 12:45:00,2024-05-12 12:45:00,2024-05-12 12:45:00,12:45,12,6,Dom,765
2024-05-12,12:45:00,NUEVO AMANECER 2 APODACA NL,"{'lat': 25.771672, 'lon': -100.2451241}",25.771672,-100.2451241,2024-05-12,0 days 12:45:00,2024-05-12 12:45:00,2024-05-12 12:45:00,12:45,12,6,Dom,765
2024-05-12,13:45:00,PROLOGIS PARK DE APODACA APODACA NL,"{'lat': 25.7912626, 'lon': -100.1564324}",25.7912626,-100.1564324,2024-05-12,0 days 13:45:00,2024-05-12 13:45:00,2024-05-12 13:45:00,13:45,13,6,Dom,825
2024-05-12,14:00:00,LOS AMARANTOS APODACA NL,"{'lat': 25.8193832, 'lon': -100.2559284}",25.8193832,-100.2559284,2024-05-12,0 days 14:00:00,2024-05-12 14:00:00,2024-05-12 14:00:00,14:00,14,6,Dom,840
2024-05-12,15:15:00,MISION REAL 1 APODACA NL,"{'lat': 25.7267733, 'lon': -100.1559043}",25.7267733,-100.1559043,2024-05-12,0 days 15:15:00,2024-05-12 15:15:00,2024-05-12 15:15:00,15:15,15,6,Dom,915
2024-05-12,15:30:00,PUEBLO NUEVO 3 APODACA NL,"{'lat': 25.7801259, 'lon': -100.2504348}",25.7801259,-100.2504348,2024-05-12,0 days 15:30:00,2024-05-12 15:30:00,2024-05-12 15:30:00,15:30,15,6,Dom,930
2024-05-12,18:15:00,FRESNOS 1 APODACA NL,"{'lat': 25.7698276, 'lon': -100.2471441}",25.7698276,-100.2471441,2024-05-12,0 days 18:15:00,2024-05-12 18:15:00,2024-05-12 18:15:00,18:15,18,6,Dom,1095
2024-05-12,18:30:00,PASEO DE LAS FLORES 2 APODACA NL,"{'lat': 25.7588036, 'lon': -100.137601}",25.7588036,-100.137601,2024-05-12,0 days 18:30:00,2024-05-12 18:30:00,2024-05-12 18:30:00,18:30,18,6,Dom,1110
2024-05-13,07:30:00,PARQUE INDUSTRIAL APODACA 1 APODACA NL,"{'lat': 25.8271064, 'lon': -100.251215}",25.8271064,-100.251215,2024-05-13,0 days 07:30:00,2024-05-13 07:30:00,2024-05-13 07:30:00,07:30,7,0,Lun,450
2024-05-13,08:30:00,MOISES SAENZ APODACA NL,"{'lat': 25.8149283, 'lon': -100.2583117}",25.8149283,-100.2583117,2024-05-13,0 days 08:30:00,2024-05-13 08:30:00,2024-05-13 08:30:00,08:30,8,0,Lun,510
2024-05-13,10:15:00,TRIANA APODACA NL,"{'lat': 25.8001384, 'lon': -100.1749136}",25.8001384,-100.1749136,2024-05-13,0 days 10:15:00,2024-05-13 10:15:00,2024-05-13 10:15:00,10:15,10,0,Lun,615
2024-05-13,11:30:00,MISION DE SAN JAVIER APODACA NL,"{'lat': 25.7442943, 'lon': -100.1534075}",25.7442943,-100.1534075,2024-05-13,0 days 11:30:00,2024-05-13 11:30:00,2024-05-13 11:30:00,11:30,11,0,Lun,690
2024-05-13,11:30:00,METROPLEX 2 APODACA NL,"{'lat': 25.7875899, 'lon': -100.2524319}",25.7875899,-100.2524319,2024-05-13,0 days 11:30:00,2024-05-13 11:30:00,2024-05-13 11:30:00,11:30,11,0,Lun,690
2024-05-13,11:30:00,PRADOS DE LA CIENEGUITA APODACA NL,"{'lat': 25.7784137, 'lon': -100.2570833}",25.7784137,-100.2570833,2024-05-13,0 days 11:30:00,2024-05-13 11:30:00,2024-05-13 11:30:00,11:30,11,0,Lun,690
2024-05-13,13:30:00,CENTRO DE APODACA APODACA NL,"{'lat': 25.7452338, 'lon': -100.1641427}",25.7452338,-100.1641427,2024-05-13,0 days 13:30:00,2024-05-13 13:30:00,2024-05-13 13:30:00,13:30,13,0,Lun,810
2024-05-13,13:45:00,FRESNOS 3 APODACA NL,"{'lat': 25.7698276, 'lon': -100.2471441}",25.7698276,-100.2471441,2024-05-13,0 days 13:45:00,2024-05-13 13:45:00,2024-05-13 13:45:00,13:45,13,0,Lun,825
2024-05-13,16:15:00,COSMOPOLIS APODACA NL,"{'lat': 25.8149198, 'lon': -100.2444831}",25.8149198,-100.2444831,2024-05-13,0 days 16:15:00,2024-05-13 16:15:00,2024-05-13 16:15:00,16:15,16,0,Lun,975
2024-05-13,17:00:00,VALLE DE HUINALA 6 APODACA NL,"{'lat': 25.7432803, 'lon': -100.1933305}",25.7432803,-100.1933305,2024-05-13,0 days 17:00:00,2024-05-13 17:00:00,2024-05-13 17:00:00,17:00,17,0,Lun,1020
2024-05-13,17:30:00,NUEVO AMANECER 1 APODACA NL,"{'lat': 25.7801259, 'lon': -100.2504348}",25.7801259,-100.2504348,2024-05-13,0 days 17:30:00,2024-05-13 17:30:00,2024-05-13 17:30:00,17:30,17,0,Lun,1050
