FECHA,HORA,UBICACION,COORDENADAS,LATITUD,LONGITUD,FECHA_dt,HORA_td,DT,DT_15,HORA_15,HORA_H,WEEKDAY,WEEKDAY_NAME,MIN_DESDE_MEDIANOCHE
2023-10-27,10:15:00,TREVINO 1095        COLONIA  CENTRO DE APODACA APODACA NL,"{'lat': 25.7415877, 'lon': -100.1636989}",25.7415877,-100.1636989,2023-10-27,0 days 10:15:00,2023-10-27 10:15:00,2023-10-27 10:15:00,10:15,10,4,Vie,615
2023-10-27,11:45:00,JAPON 203   COLONIA  NUEVO AMANECER 2 APODACA NL,"{'lat': 25.7715892, 'lon': -100.2463403}",25.7715892,-100.2463403,2023-10-27,0 days 11:45:00,2023-10-27 11:45:00,2023-10-27 11:45:00,11:45,11,4,Vie,705
2023-10-27,16:15:00,VIRIDIANA 123      COLONIA  LOS MURALES APODACA NL,"{'lat': 25.8019734, 'lon': -100.2225829}",25.8019734,-100.2225829,2023-10-27,0 days 16:15:00,2023-10-27 16:15:00,2023-10-27 16:15:00,16:15,16,4,Vie,975
2023-10-27,18:30:00,A AV,"{'lat': 25.7555529, 'lon': -100.1969985}",25.7555529,-100.1969985,2023-10-27,0 days 18:30:00,2023-10-27 18:30:00,2023-10-27 18:30:00,18:30,18,4,Vie,1110
2023-10-28,10:15:00,HACIENDA DEL MEZQUITAL APODACA NL,"{'lat': 25.7493878, 'lon': -100.2317873}",25.7493878,-100.2317873,2023-10-28,0 days 10:15:00,2023-10-28 10:15:00,2023-10-28 10:15:00,10:15,10,5,Sáb,615
2023-10-28,15:15:00,PASEO DE LOS NOGALES,"{'lat': 25.7741445, 'lon': -100.2429239}",25.7741445,-100.2429239,2023-10-28,0 days 15:15:00,2023-10-28 15:15:00,2023-10-28 15:15:00,15:15,15,5,Sáb,915
2023-10-28,23:45:00,GARDENIA 340         COLONIA  ARTEMIO TREVINO APODACA NL,"{'lat': 25.8365914, 'lon': -100.1438613}",25.8365914,-100.1438613,2023-10-28,0 days 23:45:00,2023-10-28 23:45:00,2023-10-28 23:45:00,23:45,23,5,Sáb,1425
2023-10-29,05:45:00,LINO 646          COLONIA  LOS TREBOLES APODACA NL,"{'lat': 25.762631, 'lon': -100.144233}",25.762631,-100.144233,2023-10-29,0 days 05:45:00,2023-10-29 05:45:00,2023-10-29 05:45:00,05:45,5,6,Dom,345
2023-10-30,00:30:00,METROPLEX 2 APODACA NL,"{'lat': 25.7875899, 'lon': -100.2524319}",25.7875899,-100.2524319,2023-10-30,0 days 00:30:00,2023-10-30 00:30:00,2023-10-30 00:30:00,00:30,0,0,Lun,30
2023-10-30,11:15:00,CAMELIA 305       COLONIA  ARTEMIO TREVINO APODACA NL,"{'lat': 25.8357535, 'lon': -100.1443383}",25.8357535,-100.1443383,2023-10-30,0 days 11:15:00,2023-10-30 11:15:00,2023-10-30 11:15:00,11:15,11,0,Lun,675
2023-10-30,20:15:00,AV MARGARITO GARZA GONZALEZ AV,"{'lat': 25.750001, 'lon': -100.1752985}",25.750001,-100.1752985,2023-10-30,0 days 20:15:00,2023-10-30 20:15:00,2023-10-30 20:15:00,20:15,20,0,Lun,1215
2023-10-31,09:30:00,PADILLA APODACA NL,"{'lat': 25.7945421, 'lon': -100.1792036}",25.7945421,-100.1792036,2023-10-31,0 days 09:30:00,2023-10-31 09:30:00,2023-10-31 09:30:00,09:30,9,1,Mar,570
2023-10-31,10:30:00,ALBERTA ESCAMILLA APODACA NL,"{'lat': 25.7325419, 'lon': -100.171508}",25.7325419,-100.171508,2023-10-31,0 days 10:30:00,2023-10-31 10:30:00,2023-10-31 10:30:00,10:30,10,1,Mar,630
2023-11-01,01:15:00,MORELOS 517       COLONIA  AGUA FRIA APODACA NL,"{'lat': 25.8141205, 'lon': -100.1538276}",25.8141205,-100.1538276,2023-11-01,0 days 01:15:00,2023-11-01 01:15:00,2023-11-01 01:15:00,01:15,1,2,Mié,75
2023-11-02,01:45:00,a  ALBERTA ESCAMILLA APODACA NL,"{'lat': 25.7325419, 'lon': -100.171508}",25.7325419,-100.171508,2023-11-02,0 days 01:45:00,2023-11-02 01:45:00,2023-11-02 01:45:00,01:45,1,3,Jue,105
2023-11-02,08:45:00,PLEYADES 151        COLONIA  COSMOPOLIS 8 APODACA NL,"{'lat': 25.8241828, 'lon': -100.2448846}",25.8241828,-100.2448846,2023-11-02,0 days 08:45:00,2023-11-02 08:45:00,2023-11-02 08:45:00,08:45,8,3,Jue,525
2023-11-02,09:00:00,LOMAS DEL TIBET 339   COLONIA  LOMAS DE LA PAZ APODACA NL,"{'lat': 25.7113388, 'lon': -100.1328852}",25.7113388,-100.1328852,2023-11-02,0 days 09:00:00,2023-11-02 09:00:00,2023-11-02 09:00:00,09:00,9,3,Jue,540
2023-11-02,15:00:00,SAN PEDRO 1030     COLONIA  MISION DE SAN JAVIER APODACA NL,"{'lat': 25.7455905, 'lon': -100.1522668}",25.7455905,-100.1522668,2023-11-02,0 days 15:00:00,2023-11-02 15:00:00,2023-11-02 15:00:00,15:00,15,3,Jue,900
2023-11-03,18:00:00,METROPLEX 2 APODACA NL,"{'lat': 25.7875899, 'lon': -100.2524319}",25.7875899,-100.2524319,2023-11-03,0 days 18:00:00,2023-11-03 18:00:00,2023-11-03 18:00:00,18:00,18,4,Vie,1080
2023-11-03,20:15:00,PERLA 265   COLONIA  JOYAS DEL PEDREGAL APODACA NL,"{'lat': 25.7323557, 'lon': -100.1673774}",25.7323557,-100.1673774,2023-11-03,0 days 20:15:00,2023-11-03 20:15:00,2023-11-03 20:15:00,20:15,20,4,Vie,1215
2023-11-03,20:30:00,GOLFO DE MEXICO 301        COLONIA    SAN ANDRES APODACA NL,"{'lat': 25.741258, 'lon': -100.1726157}",25.741258,-100.1726157,2023-11-03,0 days 20:30:00,2023-11-03 20:30:00,2023-11-03 20:30:00,20:30,20,4,Vie,1230
2023-11-04,10:00:00,AV MIGUEL ALEMAN AV,"{'lat': 25.7712841, 'lon': -100.1890942}",25.7712841,-100.1890942,2023-11-04,0 days 10:00:00,2023-11-04 10:00:00,2023-11-04 10:00:00,10:00,10,5,Sáb,600
2023-11-05,10:45:00,FLORA 343        COLONIA  LOS TREBOLES APODACA NL,"{'lat': 25.7635551, 'lon': -100.1480258}",25.7635551,-100.1480258,2023-11-05,0 days 10:45:00,2023-11-05 10:45:00,2023-11-05 10:45:00,10:45,10,6,Dom,645
2023-11-05,12:30:00,AV,"{'lat': 25.7816542, 'lon': -100.1887501}",25.7816542,-100.1887501,2023-11-05,0 days 12:30:00,2023-11-05 12:30:00,2023-11-05 12:30:00,12:30,12,6,Dom,750
2023-11-06,09:45:00,PUEBLO NUEVO 1 APODACA NL,"{'lat': 25.7801259, 'lon': -100.2504348}",25.7801259,-100.2504348,2023-11-06,0 days 09:45:00,2023-11-06 09:45:00,2023-11-06 09:45:00,09:45,9,0,Lun,585
2023-11-06,14:30:00,CIUDAD NATURA APODACA NL,"{'lat': 25.8400698, 'lon': -100.1426315}",25.8400698,-100.1426315,2023-11-06,0 days 14:30:00,2023-11-06 14:30:00,2023-11-06 14:30:00,14:30,14,0,Lun,870
2023-11-06,14:45:00,FRESNOS 4 APODACA NL,"{'lat': 25.7698276, 'lon': -100.2471441}",25.7698276,-100.2471441,2023-11-06,0 days 14:45:00,2023-11-06 14:45:00,2023-11-06 14:45:00,14:45,14,0,Lun,885
2023-11-06,19:15:00,CERRADA PROVIDENCIA APODACA NL,"{'lat': 25.7726977, 'lon': -100.2429529}",25.7726977,-100.2429529,2023-11-06,0 days 19:15:00,2023-11-06 19:15:00,2023-11-06 19:15:00,19:15,19,0,Lun,1155
2023-11-06,19:15:00,SANTA ROSA APODACA NL,"{'lat': 25.8247788, 'lon': -100.2221874}",25.8247788,-100.2221874,2023-11-06,0 days 19:15:00,2023-11-06 19:15:00,2023-11-06 19:15:00,19:15,19,0,Lun,1155
2023-11-06,19:30:00,JARDINES DE MONTERREY 3 APODACA NL,"{'lat': 25.8102497, 'lon': -100.2600734}",25.8102497,-100.2600734,2023-11-06,0 days 19:30:00,2023-11-06 19:30:00,2023-11-06 19:30:00,19:30,19,0,Lun,1170
2023-11-06,19:45:00,EX HACIENDA SANTA ROSA APODACA NL,"{'lat': 25.7957036, 'lon': -100.2149794}",25.7957036,-100.2149794,2023-11-06,0 days 19:45:00,2023-11-06 19:45:00,2023-11-06 19:45:00,19:45,19,0,Lun,1185
2023-11-06,22:15:00,KALOS,"{'lat': 25.764328, 'lon': -100.1954187}",25.764328,-100.1954187,2023-11-06,0 days 22:15:00,2023-11-06 22:15:00,2023-11-06 22:15:00,22:15,22,0,Lun,1335
2023-11-06,22:45:00,ARBOLEDAS DE SANTA ROSA 1 APODACA NL,"{'lat': 25.8145524, 'lon': -100.2409898}",25.8145524,-100.2409898,2023-11-06,0 days 22:45:00,2023-11-06 22:45:00,2023-11-06 22:45:00,22:45,22,0,Lun,1365
2023-11-06,23:30:00,BALCONES DEL NORTE 3 APODACA NL,"{'lat': 25.8033282, 'lon': -100.2619404}",25.8033282,-100.2619404,2023-11-06,0 days 23:30:00,2023-11-06 23:30:00,2023-11-06 23:30:00,23:30,23,0,Lun,1410
2023-11-06,00:00:00,PRADOS DE SANTA ROSA APODACA NL,"{'lat': 25.8016887, 'lon': -100.2272187}",25.8016887,-100.2272187,2023-11-06,0 days 00:00:00,2023-11-06 00:00:00,2023-11-06 00:00:00,00:00,0,0,Lun,0
2023-11-06,00:00:00,BOSQUE DE AGUA APODACA NL,"{'lat': 25.7651509, 'lon': -100.2091882}",25.7651509,-100.2091882,2023-11-06,0 days 00:00:00,2023-11-06 00:00:00,2023-11-06 00:00:00,00:00,0,0,Lun,0
2023-11-07,00:45:00,REAL DE APODACA APODACA NL,"{'lat': 25.7288559, 'lon': -100.1599485}",25.7288559,-100.1599485,2023-11-07,0 days 00:45:00,2023-11-07 00:45:00,2023-11-07 00:45:00,00:45,0,1,Mar,45
2023-11-07,02:00:00,NUEVO AMANECER 1 APODACA NL,"{'lat': 25.7801259, 'lon': -100.2504348}",25.7801259,-100.2504348,2023-11-07,0 days 02:00:00,2023-11-07 02:00:00,2023-11-07 02:00:00,02:00,2,1,Mar,120
2023-11-07,04:15:00,FUTURO APODACA APODACA NL,"{'lat': 25.780826, 'lon': -100.1803701}",25.780826,-100.1803701,2023-11-07,0 days 04:15:00,2023-11-07 04:15:00,2023-11-07 04:15:00,04:15,4,1,Mar,255
2023-11-07,04:15:00,DREAM LAGOONS APODACA NL,"{'lat': 25.7694125, 'lon': -100.2082602}",25.7694125,-100.2082602,2023-11-07,0 days 04:15:00,2023-11-07 04:15:00,2023-11-07 04:15:00,04:15,4,1,Mar,255
2023-11-08,07:15:00,PRADERAS 1 APODACA NL,"{'lat': 25.7716638, 'lon': -100.2605295}",25.7716638,-100.2605295,2023-11-08,0 days 07:15:00,2023-11-08 07:15:00,2023-11-08 07:15:00,07:15,7,2,Mié,435
2023-11-08,08:00:00,METROPLEX 1 APODACA NL,"{'lat': 25.7875899, 'lon': -100.2524319}",25.7875899,-100.2524319,2023-11-08,0 days 08:00:00,2023-11-08 08:00:00,2023-11-08 08:00:00,08:00,8,2,Mié,480
2023-11-08,09:45:00,ARTEMIO TREVINO APODACA NL,"{'lat': 25.8362818, 'lon': -100.1445738}",25.8362818,-100.1445738,2023-11-08,0 days 09:45:00,2023-11-08 09:45:00,2023-11-08 09:45:00,09:45,9,2,Mié,585
2023-11-08,10:45:00,CENTRO DE APODACA APODACA NL,"{'lat': 25.7452338, 'lon': -100.1641427}",25.7452338,-100.1641427,2023-11-08,0 days 10:45:00,2023-11-08 10:45:00,2023-11-08 10:45:00,10:45,10,2,Mié,645
2023-11-08,13:00:00,ASTURIAS APODACA NL,"{'lat': 25.7967412, 'lon': -100.1714608}",25.7967412,-100.1714608,2023-11-08,0 days 13:00:00,2023-11-08 13:00:00,2023-11-08 13:00:00,13:00,13,2,Mié,780
2023-11-08,15:15:00,LOS PINOS 1 APODACA NL,"{'lat': 25.7151918, 'lon': -100.1811906}",25.7151918,-100.1811906,2023-11-08,0 days 15:15:00,2023-11-08 15:15:00,2023-11-08 15:15:00,15:15,15,2,Mié,915
2023-11-08,15:30:00,SANTA ROSA APODACA NL,"{'lat': 25.8247788, 'lon': -100.2221874}",25.8247788,-100.2221874,2023-11-08,0 days 15:30:00,2023-11-08 15:30:00,2023-11-08 15:30:00,15:30,15,2,Mié,930
2023-11-08,16:15:00,PRADOS DE SANTA ROSA APODACA NL,"{'lat': 25.8016887, 'lon': -100.2272187}",25.8016887,-100.2272187,2023-11-08,0 days 16:15:00,2023-11-08 16:15:00,2023-11-08 16:15:00,16:15,16,2,Mié,975
2023-11-08,16:45:00,ENRAMADA 1 APODACA NL,"{'lat': 25.7640129, 'lon': -100.2591032}",25.7640129,-100.2591032,2023-11-08,0 days 16:45:00,2023-11-08 16:45:00,2023-11-08 16:45:00,16:45,16,2,Mié,1005
2023-11-08,17:15:00,PROLOGIS PARK DE APODACA APODACA NL,"{'lat': 25.7912626, 'lon': -100.1564324}",25.7912626,-100.1564324,2023-11-08,0 days 17:15:00,2023-11-08 17:15:00,2023-11-08 17:15:00,17:15,17,2,Mié,1035
2023-11-08,17:45:00,PRADOS DE SANTA ROSA APODACA NL,"{'lat': 25.8016887, 'lon': -100.2272187}",25.8016887,-100.2272187,2023-11-08,0 days 17:45:00,2023-11-08 17:45:00,2023-11-08 17:45:00,17:45,17,2,Mié,1065
2023-11-08,18:00:00,MUJERES ILUSTRES FOM 4 APODACA NL,"{'lat': 25.7671516, 'lon': -100.2629063}",25.7671516,-100.2629063,2023-11-08,0 days 18:00:00,2023-11-08 18:00:00,2023-11-08 18:00:00,18:00,18,2,Mié,1080
2023-11-08,18:45:00,CENTRO DE APODACA APODACA NL,"{'lat': 25.7452338, 'lon': -100.1641427}",25.7452338,-100.1641427,2023-11-08,0 days 18:45:00,2023-11-08 18:45:00,2023-11-08 18:45:00,18:45,18,2,Mié,1125
2023-11-08,19:00:00,PUEBLO NUEVO 4 APODACA NL,"{'lat': 25.7801259, 'lon': -100.2504348}",25.7801259,-100.2504348,2023-11-08,0 days 19:00:00,2023-11-08 19:00:00,2023-11-08 19:00:00,19:00,19,2,Mié,1140
2023-11-08,22:15:00,AV HACIENDA EL CAMPANARIO 442   COLONIA  HACIENDA EL CAMPANARIO APODACA NL,"{'lat': 25.7290112, 'lon': -100.1399107}",25.7290112,-100.1399107,2023-11-08,0 days 22:15:00,2023-11-08 22:15:00,2023-11-08 22:15:00,22:15,22,2,Mié,1335
2023-11-08,23:30:00,AV HACIENDA EL CAMPANARIO 442   COLONIA  HACIENDA EL CAMPANARIO APODACA NL,"{'lat': 25.7290112, 'lon': -100.1399107}",25.7290112,-100.1399107,2023-11-08,0 days 23:30:00,2023-11-08 23:30:00,2023-11-08 23:30:00,23:30,23,2,Mié,1410
2023-11-09,09:00:00,SAN BENITO APODACA NL,"{'lat': 25.7515962, 'lon': -100.1520129}",25.7515962,-100.1520129,2023-11-09,0 days 09:00:00,2023-11-09 09:00:00,2023-11-09 09:00:00,09:00,9,3,Jue,540
2023-11-09,09:15:00,ASTURIAS APODACA NL,"{'lat': 25.7967412, 'lon': -100.1714608}",25.7967412,-100.1714608,2023-11-09,0 days 09:15:00,2023-11-09 09:15:00,2023-11-09 09:15:00,09:15,9,3,Jue,555
2023-11-09,15:00:00,ENRAMADA 3 APODACA NL,"{'lat': 25.7640129, 'lon': -100.2591032}",25.7640129,-100.2591032,2023-11-09,0 days 15:00:00,2023-11-09 15:00:00,2023-11-09 15:00:00,15:00,15,3,Jue,900
2023-11-09,17:30:00,BALCONES DE HUINALA,"{'lat': 25.7388831, 'lon': -100.1650334}",25.7388831,-100.1650334,2023-11-09,0 days 17:30:00,2023-11-09 17:30:00,2023-11-09 17:30:00,17:30,17,3,Jue,1050
2023-11-09,19:30:00,MUNICIPIO DE APODACA APODACA NL,"{'lat': 25.7614189, 'lon': -100.1765323}",25.7614189,-100.1765323,2023-11-09,0 days 19:30:00,2023-11-09 19:30:00,2023-11-09 19:30:00,19:30,19,3,Jue,1170
2023-11-09,19:30:00,CAPELLANIA RESIDENCIAL APODACA NL,"{'lat': 25.7870184, 'lon': -100.2036264}",25.7870184,-100.2036264,2023-11-09,0 days 19:30:00,2023-11-09 19:30:00,2023-11-09 19:30:00,19:30,19,3,Jue,1170
2023-11-09,20:00:00,CAPELLANIA RESIDENCIAL APODACA NL,"{'lat': 25.7870184, 'lon': -100.2036264}",25.7870184,-100.2036264,2023-11-09,0 days 20:00:00,2023-11-09 20:00:00,2023-11-09 20:00:00,20:00,20,3,Jue,1200
2023-11-09,21:45:00,ALBERTA ESCAMILLA APODACA NL,"{'lat': 25.7325419, 'lon': -100.171508}",25.7325419,-100.171508,2023-11-09,0 days 21:45:00,2023-11-09 21:45:00,2023-11-09 21:45:00,21:45,21,3,Jue,1305
2023-11-09,21:45:00,PRADERAS 1 APODACA NL,"{'lat': 25.7716638, 'lon': -100.2605295}",25.7716638,-100.2605295,2023-11-09,0 days 21:45:00,2023-11-09 21:45:00,2023-11-09 21:45:00,21:45,21,3,Jue,1305
2023-11-09,21:45:00,METROPLEX 2 APODACA NL,"{'lat': 25.7875899, 'lon': -100.2524319}",25.7875899,-100.2524319,2023-11-09,0 days 21:45:00,2023-11-09 21:45:00,2023-11-09 21:45:00,21:45,21,3,Jue,1305
2023-11-09,22:15:00,PASEO DE LAS FLORES 2 APODACA NL,"{'lat': 25.7588036, 'lon': -100.137601}",25.7588036,-100.137601,2023-11-09,0 days 22:15:00,2023-11-09 22:15:00,2023-11-09 22:15:00,22:15,22,3,Jue,1335
2023-11-09,22:45:00,EBANOS 4 APODACA NL,"{'lat': 25.7804521, 'lon': -100.2408345}",25.7804521,-100.2408345,2023-11-09,0 days 22:45:00,2023-11-09 22:45:00,2023-11-09 22:45:00,22:45,22,3,Jue,1365
2023-11-09,22:45:00,FRESNOS 4 APODACA NL,"{'lat': 25.7698276, 'lon': -100.2471441}",25.7698276,-100.2471441,2023-11-09,0 days 22:45:00,2023-11-09 22:45:00,2023-11-09 22:45:00,22:45,22,3,Jue,1365
2023-11-09,23:00:00,PORTAL DE SANTA ROSA 2 APODACA NL,"{'lat': 25.8199882, 'lon': -100.235497}",25.8199882,-100.235497,2023-11-09,0 days 23:00:00,2023-11-09 23:00:00,2023-11-09 23:00:00,23:00,23,3,Jue,1380
2023-11-10,06:00:00,MUNICIPIO DE APODACA APODACA NL,"{'lat': 25.7614189, 'lon': -100.1765323}",25.7614189,-100.1765323,2023-11-10,0 days 06:00:00,2023-11-10 06:00:00,2023-11-10 06:00:00,06:00,6,4,Vie,360
2023-11-10,11:45:00,CASIOPEA 442   COLONIA   COSMOPOLIS APODACA NL,"{'lat': 25.8277405, 'lon': -100.2469055}",25.8277405,-100.2469055,2023-11-10,0 days 11:45:00,2023-11-10 11:45:00,2023-11-10 11:45:00,11:45,11,4,Vie,705
2023-11-10,23:45:00,L 2 APODACA NL,"{'lat': 25.7816542, 'lon': -100.1887501}",25.7816542,-100.1887501,2023-11-10,0 days 23:45:00,2023-11-10 23:45:00,2023-11-10 23:45:00,23:45,23,4,Vie,1425
2023-11-11,08:30:00,LOMAS DEL PEDREGAL APODACA NL,"{'lat': 25.7280755, 'lon': -100.168235}",25.7280755,-100.168235,2023-11-11,0 days 08:30:00,2023-11-11 08:30:00,2023-11-11 08:30:00,08:30,8,5,Sáb,510
2023-11-11,10:30:00,MISION REAL 4 APODACA NL,"{'lat': 25.7267733, 'lon': -100.1559043}",25.7267733,-100.1559043,2023-11-11,0 days 10:30:00,2023-11-11 10:30:00,2023-11-11 10:30:00,10:30,10,5,Sáb,630
2023-11-11,11:45:00,FUTURO APODACA APODACA NL,"{'lat': 25.780826, 'lon': -100.1803701}",25.780826,-100.1803701,2023-11-11,0 days 11:45:00,2023-11-11 11:45:00,2023-11-11 11:45:00,11:45,11,5,Sáb,705
2023-11-11,12:30:00,MISION REAL 1 APODACA NL,"{'lat': 25.7267733, 'lon': -100.1559043}",25.7267733,-100.1559043,2023-11-11,0 days 12:30:00,2023-11-11 12:30:00,2023-11-11 12:30:00,12:30,12,5,Sáb,750
2023-11-11,14:30:00,PORTAL DE SANTA ROSA 3 APODACA NL,"{'lat': 25.8199882, 'lon': -100.235497}",25.8199882,-100.235497,2023-11-11,0 days 14:30:00,2023-11-11 14:30:00,2023-11-11 14:30:00,14:30,14,5,Sáb,870
2023-11-11,14:45:00,EL MEZQUITAL APODACA NL,"{'lat': 25.7603875, 'lon': -100.2344716}",25.7603875,-100.2344716,2023-11-11,0 days 14:45:00,2023-11-11 14:45:00,2023-11-11 14:45:00,14:45,14,5,Sáb,885
2023-11-11,15:30:00,CERRADAS DE CONCORDIA APODACA NL,"{'lat': 25.7795283, 'lon': -100.2224459}",25.7795283,-100.2224459,2023-11-11,0 days 15:30:00,2023-11-11 15:30:00,2023-11-11 15:30:00,15:30,15,5,Sáb,930
2023-11-11,16:15:00,VILLAS DE SANTA ROSA APODACA NL,"{'lat': 25.8052059, 'lon': -100.2194027}",25.8052059,-100.2194027,2023-11-11,0 days 16:15:00,2023-11-11 16:15:00,2023-11-11 16:15:00,16:15,16,5,Sáb,975
2023-11-11,18:15:00,SAN ANDRES APODACA NL,"{'lat': 25.7409071, 'lon': -100.1736174}",25.7409071,-100.1736174,2023-11-11,0 days 18:15:00,2023-11-11 18:15:00,2023-11-11 18:15:00,18:15,18,5,Sáb,1095
2023-11-11,18:30:00,LOMAS DEL PEDREGAL APODACA NL,"{'lat': 25.7280755, 'lon': -100.168235}",25.7280755,-100.168235,2023-11-11,0 days 18:30:00,2023-11-11 18:30:00,2023-11-11 18:30:00,18:30,18,5,Sáb,1110
2023-11-11,18:45:00,LOS AMARANTOS APODACA NL,"{'lat': 25.8193832, 'lon': -100.2559284}",25.8193832,-100.2559284,2023-11-11,0 days 18:45:00,2023-11-11 18:45:00,2023-11-11 18:45:00,18:45,18,5,Sáb,1125
2023-11-11,19:00:00,FRESNOS 4 APODACA NL,"{'lat': 25.7698276, 'lon': -100.2471441}",25.7698276,-100.2471441,2023-11-11,0 days 19:00:00,2023-11-11 19:00:00,2023-11-11 19:00:00,19:00,19,5,Sáb,1140
2023-11-12,09:00:00,PRADOS DE LA CIENEGUITA APODACA NL,"{'lat': 25.7784137, 'lon': -100.2570833}",25.7784137,-100.2570833,2023-11-12,0 days 09:00:00,2023-11-12 09:00:00,2023-11-12 09:00:00,09:00,9,6,Dom,540
2023-11-12,19:15:00,PUEBLO NUEVO 5 APODACA NL,"{'lat': 25.7801259, 'lon': -100.2504348}",25.7801259,-100.2504348,2023-11-12,0 days 19:15:00,2023-11-12 19:15:00,2023-11-12 19:15:00,19:15,19,6,Dom,1155
2023-11-12,21:30:00,MUJERES ILUSTRES FOM 4 APODACA NL,"{'lat': 25.7671516, 'lon': -100.2629063}",25.7671516,-100.2629063,2023-11-12,0 days 21:30:00,2023-11-12 21:30:00,2023-11-12 21:30:00,21:30,21,6,Dom,1290
2023-11-12,22:00:00,RESIDENCIAL APODACA 1 APODACA NL,"{'lat': 25.7642478, 'lon': -100.2526147}",25.7642478,-100.2526147,2023-11-12,0 days 22:00:00,2023-11-12 22:00:00,2023-11-12 22:00:00,22:00,22,6,Dom,1320
2023-11-12,22:15:00,PUEBLO NUEVO 4 APODACA NL,"{'lat': 25.7801259, 'lon': -100.2504348}",25.7801259,-100.2504348,2023-11-12,0 days 22:15:00,2023-11-12 22:15:00,2023-11-12 22:15:00,22:15,22,6,Dom,1335
2023-11-12,23:15:00,PARQUE INDUSTRIAL MONTERREY APODACA NL,"{'lat': 25.7746178, 'lon': -100.1700501}",25.7746178,-100.1700501,2023-11-12,0 days 23:15:00,2023-11-12 23:15:00,2023-11-12 23:15:00,23:15,23,6,Dom,1395
2023-11-13,00:30:00,CENTRO DE APODACA APODACA NL,"{'lat': 25.7452338, 'lon': -100.1641427}",25.7452338,-100.1641427,2023-11-13,0 days 00:30:00,2023-11-13 00:30:00,2023-11-13 00:30:00,00:30,0,0,Lun,30
2023-11-13,01:00:00,HACIENDA LAS MARGARITAS 4 APODACA NL,"{'lat': 25.7125032, 'lon': -100.1546185}",25.7125032,-100.1546185,2023-11-13,0 days 01:00:00,2023-11-13 01:00:00,2023-11-13 01:00:00,01:00,1,0,Lun,60
2023-11-13,02:15:00,ENRAMADA 5 APODACA NL,"{'lat': 25.7640129, 'lon': -100.2591032}",25.7640129,-100.2591032,2023-11-13,0 days 02:15:00,2023-11-13 02:15:00,2023-11-13 02:15:00,02:15,2,0,Lun,135
2023-11-13,04:15:00,LOS TREBOLES APODACA NL,"{'lat': 25.7645306, 'lon': -100.1420234}",25.7645306,-100.1420234,2023-11-13,0 days 04:15:00,2023-11-13 04:15:00,2023-11-13 04:15:00,04:15,4,0,Lun,255
2023-11-13,04:15:00,ARBOLEDAS DEL MEZQUITAL APODACA NL,"{'lat': 25.7663092, 'lon': -100.237674}",25.7663092,-100.237674,2023-11-13,0 days 04:15:00,2023-11-13 04:15:00,2023-11-13 04:15:00,04:15,4,0,Lun,255
2023-11-13,04:30:00,PUEBLO NUEVO 5 APODACA NL,"{'lat': 25.7801259, 'lon': -100.2504348}",25.7801259,-100.2504348,2023-11-13,0 days 04:30:00,2023-11-13 04:30:00,2023-11-13 04:30:00,04:30,4,0,Lun,270
2023-11-13,06:00:00,CENTRO DE APODACA APODACA NL,"{'lat': 25.7452338, 'lon': -100.1641427}",25.7452338,-100.1641427,2023-11-13,0 days 06:00:00,2023-11-13 06:00:00,2023-11-13 06:00:00,06:00,6,0,Lun,360
2023-11-13,06:30:00,METROPLEX 1 APODACA NL,"{'lat': 25.7875899, 'lon': -100.2524319}",25.7875899,-100.2524319,2023-11-13,0 days 06:30:00,2023-11-13 06:30:00,2023-11-13 06:30:00,06:30,6,0,Lun,390
2023-11-13,23:15:00,MISION DE LOS OLIVOS 1 APODACA NL,"{'lat': 25.8332317, 'lon': -100.2245167}",25.8332317,-100.2245167,2023-11-13,0 days 23:15:00,2023-11-13 23:15:00,2023-11-13 23:15:00,23:15,23,0,Lun,1395
2023-11-14,11:30:00,HACIENDA LOS ENCINOS APODACA NL,"{'lat': 25.7779973, 'lon': -100.2512523}",25.7779973,-100.2512523,2023-11-14,0 days 11:30:00,2023-11-14 11:30:00,2023-11-14 11:30:00,11:30,11,1,Mar,690
2023-11-14,11:45:00,HACIENDA LAS MARGARITAS 8 APODACA NL,"{'lat': 25.7125032, 'lon': -100.1546185}",25.7125032,-100.1546185,2023-11-14,0 days 11:45:00,2023-11-14 11:45:00,2023-11-14 11:45:00,11:45,11,1,Mar,705
2023-11-14,11:45:00,PUEBLO NUEVO 1 APODACA NL,"{'lat': 25.7801259, 'lon': -100.2504348}",25.7801259,-100.2504348,2023-11-14,0 days 11:45:00,2023-11-14 11:45:00,2023-11-14 11:45:00,11:45,11,1,Mar,705
2023-11-14,13:30:00,PASEO DE LAS FUENTES APODACA NL,"{'lat': 25.7046379, 'lon': -100.146939}",25.7046379,-100.146939,2023-11-14,0 days 13:30:00,2023-11-14 13:30:00,2023-11-14 13:30:00,13:30,13,1,Mar,810
2023-11-14,14:15:00,HACIENDA LAS MARGARITAS 3 APODACA NL,"{'lat': 25.7125032, 'lon': -100.1546185}",25.7125032,-100.1546185,2023-11-14,0 days 14:15:00,2023-11-14 14:15:00,2023-11-14 14:15:00,14:15,14,1,Mar,855
2023-11-14,15:30:00,CIUDAD NATURA APODACA NL,"{'lat': 25.8400698, 'lon': -100.1426315}",25.8400698,-100.1426315,2023-11-14,0 days 15:30:00,2023-11-14 15:30:00,2023-11-14 15:30:00,15:30,15,1,Mar,930
